,Label,Message
3107,nonfinancial,Hello hun how ru? Its here by the way. Im good. Been on 2 dates with that guy i met in walkabout so far. We have to meet up soon. Hows everyone else?
3108,nonfinancial,Lol I was gonna last month. I cashed some in but I left &lt;#&gt; just in case. I was collecting more during the week cause they announced it on the blog.
3109,nonfinancial,Good Luck! Draw takes place 28th Feb 06. Good Luck! For removal send STOP to 87239 customer services 08708034412
3110,nonfinancial,Short But Cute : \ Be a good person 
3111,nonfinancial,Just haven't decided where yet eh ?
3112,nonfinancial,"Wat time liao, where still got."
3113,nonfinancial,Yes watching footie but worried we're going to blow it - Phil Neville?
3114,nonfinancial,I wait 4 Ì_ inside da car park...
3115,nonfinancial,Uncle Abbey! Happy New Year. Abiola
3116,nonfinancial,Now am free call me pa.
3117,nonfinancial,R u saying i should re order the slippers cos i had to pay for returning it.
3118,nonfinancial,Stop knowing me so well!
3119,nonfinancial,Good evening! this is roger. How are you?
3120,nonfinancial,Small problem in auction:)punj now asking tiwary
3121,nonfinancial,Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+
3122,nonfinancial,He telling not to tell any one. If so treat for me hi hi hi
3123,nonfinancial,My uncles in Atlanta. Wish you guys a great semester.
3124,nonfinancial,1st wk FREE! Gr8 tones str8 2 u each wk. Txt NOKIA ON to 8007 for Classic Nokia tones or HIT ON to 8007 for Polys. Nokia/150p Poly/200p 16+
3125,nonfinancial,U coming 2 pick me?
3126,nonfinancial,Thats cool. i liked your photos. You are very sexy!
3127,nonfinancial,would u fuckin believe it they didnt know i had thurs pre booked off so they re cancelled me AGAIN! that needs to b sacked
3128,nonfinancial,"Haha better late than ever, any way I could swing by?"
3129,nonfinancial,Ok. But i finish at 6.
3130,nonfinancial,"LookAtMe!: Thanks for your purchase of a video clip from LookAtMe!, you've been charged 35p. Think you can do better? Why not send a video in a MMSto 32323."
3131,nonfinancial,I've been barred from all B and Q stores for life!?This twat in orange dungerees came up to me and asked if I wanted decking? So I got the first punch in!!
3132,nonfinancial,So no messages. Had food?
3133,nonfinancial,Ok going to sleep. Hope i can meet her.
3134,nonfinancial,Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!
3135,nonfinancial,Can you let me know details of fri when u find out cos I'm not in tom or fri. mentionned chinese. Thanks
3136,nonfinancial,You're right I have now that I think about it
3137,nonfinancial,Wat r u doing now?
3138,nonfinancial,Is ur lecture over?
3139,nonfinancial,sexy sexy cum and text me im wet and warm and ready for some porn! u up for some fun? THIS MSG IS FREE RECD MSGS 150P INC VAT 2 CANCEL TEXT STOP
3140,nonfinancial,Customer place i will call you
3141,nonfinancial,Not planned yet :)going to join company on jan 5 only.don know what will happen after that.
3142,nonfinancial,Boy; I love u Grl: Hogolo Boy: gold chain kodstini Grl: Agalla Boy: necklace madstini Grl: agalla Boy: Hogli 1 mutai eerulli kodthini! Grl: I love U kano;-)
3143,nonfinancial,"Haha I heard that, text me when you're around"
3144,nonfinancial,I.ll get there tomorrow and send it to you
3145,nonfinancial,\SHIT BABE.. THASA BIT MESSED UP.YEH
3146,nonfinancial,Oh thats late! Well have a good night and i will give u a call tomorrow. Iam now going to go to sleep night night
3147,nonfinancial,"\CHEERS U TEX MECAUSE U WEREBORED! YEAH OKDEN HUNNY R UIN WK SAT?SOUNDåÕS LIKEYOUR HAVIN GR8FUN J! KEEP UPDAT COUNTINLOTS OF LOVEME XXXXX.\"""""
3148,nonfinancial,"Sorry,  in meeting I'll call you later"
3149,nonfinancial,Yo! Howz u? girls never rang after india. L
3150,nonfinancial,Yeah but which is worse for i
3151,nonfinancial,Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX
3152,nonfinancial,I tagged MY friends that you seemed to count as YOUR friends.
3153,nonfinancial,Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx
3154,nonfinancial,Ok...
3155,nonfinancial,Long time. You remember me today.
3156,nonfinancial,Havent shopping now lor i juz arrive only
3157,nonfinancial,Thank u. IT BETTER WORK OUT CAUSE I WILL FEEL USED OTHERWISE
3158,nonfinancial,Are you up for the challenge? I know i am :)
3159,nonfinancial,How much did ur hdd casing cost.
3160,nonfinancial,Mystery solved! Just opened my email and he's sent me another batch! Isn't he a sweetie
3161,nonfinancial,I can't describe how lucky you are that I'm actually awake by noon
3162,nonfinancial,This is the 2nd time we have tried to contact u. U have won the å£1450 prize to claim just call 09053750005 b4 310303. T&Cs/stop SMS 08718725756. 140ppm
3163,nonfinancial,"TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD"
3164,nonfinancial,Cheers for the card ... Is it that time of year already?
3165,nonfinancial,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k"
3166,nonfinancial,"When people see my msgs, They think Iam addicted to msging... They are wrong, Bcoz They don\'t know that Iam addicted to my sweet Friends..!! BSLVYL"
3167,nonfinancial,Ugh hopefully the asus ppl dont randomly do a reformat.
3168,nonfinancial,"Haven't seen my facebook, huh? Lol!"
3169,nonfinancial,"Mah b, I'll pick it up tomorrow"
3170,nonfinancial,Still otside le..u come 2morrow maga..
3171,nonfinancial,Do u still have plumbers tape and a wrench we could borrow?
3172,nonfinancial,"Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/reward. Ts&Cs apply."
3173,nonfinancial,It vl bcum more difficult..
3174,nonfinancial,UR GOING 2 BAHAMAS! CallFREEFONE 08081560665 and speak to a live operator to claim either Bahamas cruise ofå£2000 CASH 18+only. To opt out txt X to 07786200117
3175,nonfinancial,Havent still waitin as usual... ÌÏ come back sch oredi?
3176,nonfinancial,In meeting da. I will call you
3177,nonfinancial,K k :-):-) then watch some films.
3178,nonfinancial,Does cinema plus drink appeal tomo? * Is a fr thriller by director i like on at mac at 8.30.
3179,nonfinancial,There the size of elephant tablets & u shove um up ur ass!!
3180,nonfinancial,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. take cr da"
3181,nonfinancial,"My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!"
3182,nonfinancial,Dunno i juz askin cos i got a card got 20% off 4 a salon called hair sense so i tot it's da one Ì_ cut ur hair. 
3183,nonfinancial,Good morning pookie pie! Lol hope I didn't wake u up
3184,nonfinancial,MAYBE IF YOU WOKE UP BEFORE FUCKING 3 THIS WOULDN'T BE A PROBLEM.
3185,nonfinancial,Happy birthday to you....dear.with lots of love.rakhesh NRI
3186,nonfinancial,Howz that persons story
3187,nonfinancial,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. BT-national-rate"
3188,nonfinancial,X2  &lt;#&gt; . Are you going to get that
3189,nonfinancial,Hi neva worry bout da truth coz the truth will lead me 2 ur heart. ItåÕs the least a unique person like u deserve. Sleep tight or morning
3190,nonfinancial,UR awarded a City Break and could WIN a å£200 Summer Shopping spree every WK. Txt STORE to 88039.SkilGme.TsCs087147403231Winawk!Age16+å£1.50perWKsub
3191,nonfinancial,Is ur paper today in e morn or aft?
3192,nonfinancial,I will lick up every drop :) are you ready to use your mouth as well?
3193,nonfinancial,And you! Will expect you whenever you text! Hope all goes well tomo 
3194,nonfinancial,Great. P diddy is my neighbor and comes for toothpaste every morning
3195,nonfinancial,"I av a new number,  . Wil u only use this one,ta."
3196,nonfinancial,So its to be poking man everyday that they teach you in canada abi! How are you. Just saying hi.
3197,nonfinancial,7 lor... Change 2 suntec... Wat time u coming?
3198,nonfinancial,No de.am seeing in online shop so that i asked.
3199,nonfinancial,Just curious because my cuz asked what I was up to
3200,nonfinancial,Nice.nice.how is it working?
3201,nonfinancial,Okay lor... Wah... like that def they wont let us go... Haha... What did they say in the terms and conditions?
3202,nonfinancial,Haha... Yup hopefully  we will lose a few kg by mon. after hip hop can go orchard and weigh again
3203,nonfinancial,She's good. How are you. Where r u working now
3204,nonfinancial,"Oh, yes, I've just been a little under the weather so i've kind of been coccooning at home"
3205,nonfinancial,At home also.
3206,nonfinancial,This phone has the weirdest auto correct.
3207,nonfinancial,Oops my phone died and I didn't even know. Yeah I like it better.
3208,nonfinancial,Havent mus ask if u can 1st wat. Of meet 4 lunch den u n him meet can already lor. Or u wan 2 go ask da ge 1st then confirm w me asap?
3209,nonfinancial,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,"
3210,nonfinancial,"OH YEAH,AND HAV A GREAT TIME IN NEWQUAY-SEND ME A POSTCARD !1 LOOK AFTER ALL THE GIRLS WHILE IM GONE(U KNOW THE 1IM TALKIN BOUT!)xx"
3211,nonfinancial,We got a divorce. Lol. She.s here
3212,nonfinancial,What's ur pin?
3213,nonfinancial,"Babe, have you got enough money to pick up bread and milk ? And I'll give you it back when you get home ?"
3214,nonfinancial,I want snow. It's just freezing and windy.
3215,nonfinancial,URGENT! We are trying to contact U. Todays draw shows that you have won a å£2000 prize GUARANTEED. Call 09066358361 from land line. Claim Y87. Valid 12hrs only
3216,nonfinancial,Come to mahal bus stop.. &lt;DECIMAL&gt;
3217,nonfinancial,Don know:)this week i'm going to tirunelvai da.
3218,nonfinancial,Me too baby! I promise to treat you well! I bet you will take good care of me...
3219,nonfinancial,Its like that hotel dusk game i think. You solve puzzles in a area thing
3220,nonfinancial,"Thanks for your ringtone order, reference number X29. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989180"
3221,nonfinancial,"Hi, my love! How goes that day? Fuck, this morning I woke and dropped my cell on the way down the stairs but it seems alright ... *phews* I miss you !"
3222,nonfinancial,Well that must be a pain to catch
3223,nonfinancial,Sorry da thangam.it's my mistake.
3224,nonfinancial,I need... Coz i never go before 
3225,nonfinancial,"Rose for red,red for blood,blood for heart,heart for u. But u for me.... Send tis to all ur friends.. Including me.. If u like me.. If u get back, 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:-) try it...."
3226,nonfinancial,Wife.how she knew the time of murder exactly
3227,nonfinancial,"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 and send to 87575. Cost 150p/day, 6days, 16+ TsandCs apply Reply HL 4 info"
3228,nonfinancial,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send COLLECT to 83600 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1
3229,nonfinancial,"I feel like a dick because I keep sleeping through your texts and facebook messages. Sup, you in town?"
3230,nonfinancial,No plm i will come da. On the way.
3231,nonfinancial,Guess he wants alone time. We could just show up and watch when they do..
3232,nonfinancial,Height of recycling: Read twice- People spend time for earning money and the same money is spent for spending time!;-) Good morning.. keep smiling:-)
3233,nonfinancial,Yup Ì_ not comin :-(
3234,nonfinancial,"Yes, princess. Toledo."
3235,nonfinancial,"Aight text me when you're back at mu and I'll swing by, need somebody to get the door for me"
3236,nonfinancial,Ron say fri leh. N he said ding tai feng cant make reservations. But he said wait lor.
3237,nonfinancial,Good. No swimsuit allowed :)
3238,nonfinancial,Am okay. Will soon be over. All the best
3239,nonfinancial,A cute thought for friendship: \Its not necessary to share every secret with ur close Frnd
3240,nonfinancial,Ok i've sent u da latest version of da project.
3241,nonfinancial,Good Morning my Dear........... Have a great &amp; successful day.
3242,nonfinancial,Pls accept me for one day. Or am begging you change the number.
3243,nonfinancial,Squeeeeeze!! This is christmas hug.. If u lik my frndshp den hug me back.. If u get 3 u r cute:) 6 u r luvd:* 9 u r so lucky;) None? People hate u:
3244,nonfinancial,"Its ok, if anybody asks abt me, u tel them..:-P"
3245,nonfinancial,"Funny fact Nobody teaches volcanoes 2 erupt, tsunamis 2 arise, hurricanes 2 sway aroundn no 1 teaches hw 2 choose a wife Natural disasters just happens"
3246,nonfinancial,* You gonna ring this weekend or wot?
3247,nonfinancial,Also track down any lighters you can find
3248,nonfinancial,"Sorry, I can't help you on this."
3249,nonfinancial,"Babe, I need your advice"
3250,nonfinancial,"I‰Û÷ll leave around four, ok?"
3251,nonfinancial,Come to medical college at 7pm ......forward it da
3252,nonfinancial,K:)k..its good:)when are you going?
3253,nonfinancial,I can make lasagna for you... vodka...
3254,nonfinancial,HI ITS KATE CAN U GIVE ME A RING ASAP XXX
3255,nonfinancial,Who were those people ? Were you in a tour ? I thought you were doing that sofa thing you sent me ? Your curious sugar
3256,nonfinancial,"No, but you told me you were going, before you got drunk!"
3257,nonfinancial,He fucking chickened out. He messaged me he would be late and woould buzz me and then I didn't hear a word from him
3258,nonfinancial,"Congratulations! Thanks to a good friend U have WON the å£2,000 Xmas prize. 2 claim is easy, just call 08718726978 NOW! Only 10p per minute. BT-national-rate"
3259,nonfinancial,I'm always looking for an excuse to be in the city.
3260,nonfinancial,Yup i'm still having coffee wif my frens... My fren drove she'll give me a lift...
3261,nonfinancial,O shore are you takin the bus
3262,nonfinancial,So u gonna get deus ex?
3263,nonfinancial,I will send them to your email. Do you mind  &lt;#&gt;  times per night?
3264,nonfinancial,"44 7732584351, Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705."
3265,nonfinancial,tap & spile at seven. * Is that pub on gas st off broad st by canal. Ok?
3266,nonfinancial,Ok then i come n pick u at engin?
3267,nonfinancial,Which is why i never wanted to tell you any of this. Which is why i'm so short with you and on-edge as of late.
3268,nonfinancial,Raviyog Peripherals bhayandar east
3269,nonfinancial,K actually can you guys meet me at the sunoco on howard? It should be right on the way
3270,nonfinancial,You have 1 new voicemail. Please call 08719181513.
3271,nonfinancial,"MOON has come to color your dreams, STARS to make them musical and my SMS to give you warm and Peaceful Sleep. Good Night"
3272,nonfinancial,Just finished eating. Got u a plate. NOT leftovers this time.
3273,nonfinancial,Thanx a lot...
3274,nonfinancial,Hurry home u big butt. Hang up on your last caller if u have to. Food is done and I'm starving. Don't ask what I cooked.
3275,nonfinancial,Lol your right. What diet? Everyday I cheat anyway. I'm meant to be a fatty :(
3276,nonfinancial,Its a great day. Do have yourself a beautiful one.
3277,nonfinancial,What happened in interview?
3278,nonfinancial,"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant."
3279,nonfinancial,Badrith is only for chennai:)i will surely pick for us:)no competition for him.
3280,nonfinancial,I tot it's my group mate... Lucky i havent reply... Wat time do Ì_ need to leave... 
3281,nonfinancial,Hey you around? I've got enough for a half + the ten I owe you
3282,nonfinancial,Hey tmr maybe can meet you at yck
3283,nonfinancial,ALRITE SAM ITS NIC JUST CHECKIN THAT THIS IS UR NUMBER-SO IS IT?T.B*
3284,nonfinancial,They are just making it easy to pay back. I have  &lt;#&gt; yrs to say but i can pay back earlier. You get?
3285,nonfinancial,Not to worry. I'm sure you'll get it.
3286,nonfinancial,"The gas station is like a block away from my house, you'll drive right by it since armenia ends at swann and you have to take howard"
3287,nonfinancial,"Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058097189 NOW all will be revealed. POBox 6, LS15HB 150p "
3288,nonfinancial,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days
3289,nonfinancial,My tuition is at 330. Hm we go for the 1120 to 1205 one? Do you mind?
3290,nonfinancial,"I'm not smoking while people use \wylie smokes too much\"" to justify ruining my shit"""
3291,nonfinancial,Dear good morning how you feeling dear
3292,nonfinancial,A little. Meds say take once every 8 hours. It's only been 5 but pain is back. So I took another. Hope I don't die
3293,nonfinancial,"Beautiful tomorrow never comes.. When it comes, it's already TODAY.. In the hunt of beautiful tomorrow don't waste your wonderful TODAY.. GOODMORNING:)"
3294,nonfinancial,Dunno lei Ì_ all decide lor. How abt leona? Oops i tot ben is going n i msg him.
3295,nonfinancial,Hi there. We have now moved in2 our pub . Would be great 2 c u if u cud come up.
3296,nonfinancial,Todays Voda numbers ending 5226 are selected to receive a ?350 award. If you hava a match please call 08712300220 quoting claim code 1131 standard rates app 
3297,nonfinancial,This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18 only
3298,nonfinancial,"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)"
3299,nonfinancial,Just do what ever is easier for you
3300,nonfinancial,RCT' THNQ Adrian for U text. Rgds Vatian
3301,nonfinancial,Stop calling everyone saying I might have cancer. My throat hurts to talk. I can't be answering everyones calls. If I get one more call I'm not babysitting on Monday
3302,nonfinancial,"It'll be tough, but I'll do what I have to"
3303,nonfinancial,IM GONNAMISSU SO MUCH!!I WOULD SAY IL SEND U A POSTCARD BUTTHERES ABOUTAS MUCH CHANCE OF MEREMEMBERIN ASTHERE IS OFSI NOT BREAKIN HIS CONTRACT!! LUV Yaxx
3304,nonfinancial,Ee msg na poortiyagi odalebeku: Hanumanji 7 name 1-Hanuman 2-Bajarangabali 3-Maruti 4-Pavanaputra 5-Sankatmochan 6-Ramaduth 7-Mahaveer ee 7 name  &lt;#&gt;  janarige ivatte kalisidare next saturday olage ondu good news keluviri...! Maretare inde 1 dodda problum nalli siguviri idu matra  &lt;#&gt; % true.. Don't neglet.
3305,nonfinancial,HI DARLIN I FINISH AT 3 DO U 1 2 PICK ME UP OR MEET ME? TEXT BACK ON THIS NUMBER LUV KATE XXX
3306,nonfinancial,"Set a place for me in your heart and not in your mind, as the mind easily forgets but the heart will always remember. Wish you Happy Valentines Day!"
3307,nonfinancial,But i'm surprised she still can guess right lor...
3308,nonfinancial,Okie Ì_ wan meet at bishan? Cos me at bishan now. I'm not driving today.
3309,nonfinancial,Oh ho. Is this the first time u use these type of words
3310,nonfinancial,HI DARLIN HOW WAS WORK DID U GET INTO TROUBLE? IJUST TALKED TO YOUR MUM ALL MORNING! I HAD A REALLY GOOD TIME LAST NIGHT IM GOIN OUT SOON BUT CALL ME IF U CAN
3311,nonfinancial,I know you are serving. I mean what are you doing now.
3312,nonfinancial,"Huh... Hyde park not in mel ah, opps, got confused... Anyway, if tt's e best choice den we juz have to take it..."
3313,nonfinancial,Oh gei. That happend to me in tron. Maybe ill dl it in 3d when its out
3314,nonfinancial,"FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com"
3315,nonfinancial,I know girls always safe and selfish know i got it pa. Thank you. good night.
3316,nonfinancial,"No worries, hope photo shoot went well. have a spiffing fun at workage. "
3317,nonfinancial,I'm freezing and craving ice. Fml
3318,nonfinancial,Kay... Since we are out already 
3319,nonfinancial,Eh sorry leh... I din c ur msg. Not sad already lar. Me watching tv now. U still in office?
3320,nonfinancial,Yo im right by yo work
3321,nonfinancial,Ok darlin i supose it was ok i just worry too much.i have to do some film stuff my mate and then have to babysit again! But you can call me there.xx
3322,nonfinancial,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,"
3323,nonfinancial,I don wake since. I checked that stuff and saw that its true no available spaces. Pls call the embassy or send a mail to them.
3324,nonfinancial,Nope... Juz off from work...
3325,nonfinancial,Huh so fast... Dat means u havent finished painting?
3326,nonfinancial, what number do u live at? Is it 11?
3327,nonfinancial,"No we put party 7 days a week and study lightly, I think we need to draw in some custom checkboxes so they know we're hardcore"
3328,nonfinancial,Sac will score big hundred.he is set batsman:-)
3329,nonfinancial,Send me yetty's number pls.
3330,nonfinancial,How much it will cost approx . Per month.
3331,nonfinancial,Ok... The theory test? when are Ì_ going to book? I think it's on 21 may. Coz thought wanna go out with jiayin. But she isnt free
3332,nonfinancial,"You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000928. PoBox45W2TG150P"
3333,nonfinancial,"That's fine, have him give me a call if he knows what he wants or has any questions"
3334,nonfinancial,"Sorry, got a late start, we're on the way"
3335,nonfinancial,Then u go back urself lor...
3336,nonfinancial,I AM AT THE GAS STATION. GO THERE.
3337,nonfinancial,"K, if u bored up just come to my home.."
3338,nonfinancial,Babe !!!! I LOVE YOU !!!! *covers your face in kisses*
3339,nonfinancial,"Like I made him throw up when we were smoking in our friend's car one time, it was awesome"
3340,nonfinancial,Still i have not checked it da. . .
3341,nonfinancial,You will go to walmart. I.ll stay.
3342,nonfinancial,"I haven't forgotten you, i might have a couple bucks to send you tomorrow, k? I love ya too"
3343,nonfinancial,Oh great. I.ll disturb him more so that we can talk.
3344,nonfinancial,Reverse is cheating. That is not mathematics.
3345,nonfinancial,U're welcome... Caught u using broken english again...
3346,nonfinancial,No problem baby. Is this is a good time to talk? I called and left a message.
3347,nonfinancial,"Sorry, I'll call later"
3348,nonfinancial,Oh is it! Which brand?
3349,nonfinancial,Sorry i cant take your call right now. It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.
3350,nonfinancial,At what time are you coming.
3351,nonfinancial,Call him and say you not coming today ok and tell them not to fool me like this ok
3352,nonfinancial,I emailed yifeng my part oredi.. Can Ì_ get it fr him..
3353,nonfinancial,R u sure they'll understand that! Wine * good idea just had a slurp!
3354,nonfinancial,Minimum walk is 3miles a day.
3355,nonfinancial,Ok not a problem will get them a taxi. C ing  tomorrow and tuesday. On tuesday think we r all going to the cinema. 
3356,nonfinancial,"Brainless Baby Doll..:-D;-), vehicle sariyag drive madoke barolla.."
3357,nonfinancial,I don't run away frm u... I walk slowly &amp; it kills me that u don't care enough to stop me...
3358,nonfinancial,Sorry I missed your call let's talk when you have the time. I'm on 07090201529
3359,nonfinancial,Please attend the phone:)
3360,nonfinancial,You only hate me. You can call any but you didnt accept even a single call of mine. Or even you messaged
3361,nonfinancial,No messages on her phone. I'm holding it now
3362,nonfinancial,Can... I'm free...
3363,nonfinancial,"Yo my trip got postponed, you still stocked up?"
3364,nonfinancial,"Sorry, I'll call later"
3365,nonfinancial,I am waiting for your call sir.
3366,nonfinancial,Hey what are you doing. Y no reply pa..
3367,nonfinancial,"Hey elaine, is today's meeting still on?"
3368,nonfinancial,Sorry i've not gone to that place. I.ll do so tomorrow. Really sorry.
3369,nonfinancial,Most of the tiime when i don't let you hug me it's so i don't break into tears.
3370,nonfinancial,Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow
3371,nonfinancial,And now electricity just went out fml.
3372,nonfinancial,"Looks like you found something to do other than smoke, great job!"
3373,nonfinancial,Also andros ice etc etc
3374,nonfinancial,:) 
3375,nonfinancial,"Good afternon, my love. How are today? I hope your good and maybe have some interviews. I wake and miss you babe. A passionate kiss from across the sea"
3376,nonfinancial,Yup. Wun believe wat? U really neva c e msg i sent shuhui?
3377,nonfinancial,Hows that watch resizing
3378,nonfinancial,Dear umma she called me now :-)
3379,nonfinancial,Just finished. Missing you plenty
3380,nonfinancial,"complimentary 4 STAR Ibiza Holiday or å£10,000 cash needs your URGENT collection. 09066364349 NOW from Landline not to lose out! Box434SK38WP150PPM18+"
3381,nonfinancial,"Well, I meant as opposed to my drunken night of before"
3382,nonfinancial,K... Must book a not huh? so going for yoga basic on sunday?
3383,nonfinancial,FREE MSG:We billed your mobile number by mistake from shortcode 83332.Please call 08081263000 to have charges refunded.This call will be free from a BT landline
3384,nonfinancial,Ok can...
3385,nonfinancial,"Oops - am at my mum's in somerset... Bit far! Back tomo, see you soon x"
3386,nonfinancial,So u workin overtime nigpun?
3387,nonfinancial,Same as kallis dismissial in 2nd test:-).
3388,nonfinancial,O. Guess they both got screwd
3389,nonfinancial,Please CALL 08712402972 immediately as there is an urgent message waiting for you
3390,nonfinancial,"I'm in a meeting, call me later at"
3391,nonfinancial,What r u cooking me for dinner?
3392,nonfinancial,Ok thanx...
3393,nonfinancial,Bull. Your plan was to go floating off to IKEA with me without a care in the world. So i have to live with your mess another day.
3394,nonfinancial,Then i buy.
3395,nonfinancial,URGENT! Your Mobile number has been awarded with a å£2000 Bonus Caller Prize. Call 09058095201 from land line. Valid 12hrs only
3396,nonfinancial,Heehee that was so funny tho
3397,nonfinancial,It only does simple arithmetic not percentages.
3398,nonfinancial,"Yeah we wouldn't leave for an hour at least, how's 4 sound?"
3399,nonfinancial,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a å£1500 Bonus Prize, call 09066364589"
3400,nonfinancial,Thanks honey. Have a great day.
3401,nonfinancial,"'An Amazing Quote'' - \Sometimes in life its difficult to decide whats wrong!! a lie that brings a smile or the truth that brings a tear....\"""""
3402,nonfinancial,Good night my dear.. Sleepwell&amp;Take care
3403,nonfinancial,Then Ì_ ask dad to pick Ì_ up lar... ÌÏ wan 2 stay until 6 meh...
3404,nonfinancial,"Jus chillaxin, what up"
3405,nonfinancial,"\HEY DAS COOL... IKNOW ALL 2 WELLDA PERIL OF STUDENTFINANCIAL CRISIS!SPK 2 U L8R.\"""""
3406,nonfinancial,"Beautiful Truth against Gravity.. Read carefully: \Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it..\"" GOODMORNING"""
3407,nonfinancial,Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705
3408,nonfinancial,"Whats that coming over the hill..... Is it a monster! Hope you have a great day. Things r going fine here, busy though! "
3409,nonfinancial,Joy's father is John. Then John is the ____ of Joy's father. If u ans ths you hav  &lt;#&gt;  IQ. Tis s IAS question try to answer.
3410,nonfinancial,Only once then after ill obey all yours.
3411,nonfinancial,No she didnt. I will search online and let you know.
3412,nonfinancial,Where do you need to go to get it?
3413,nonfinancial,No pic. Please re-send.
3414,nonfinancial,He remains a bro amongst bros
3415,nonfinancial,Uhhhhrmm isnt having tb test bad when youre sick
3416,nonfinancial,But i haf enuff space got like 4 mb...
3417,nonfinancial,LIFE has never been this much fun and great until you came in. You made it truly special for me. I won't forget you! enjoy @ one gbp/sms
3418,nonfinancial,Do you want a new Video phone? 600 anytime any network mins 400 Inclusive Video calls AND downloads 5 per week Free delTOMORROW call 08002888812 or reply NOW
3419,nonfinancial,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a å£1500 Bonus Prize, call 09066368470"
3420,nonfinancial,Welcome! Please reply with your AGE and GENDER to begin. e.g 24M
3421,nonfinancial,Freemsg: 1-month unlimited free calls! Activate SmartCall Txt: CALL to No: 68866. Subscriptn3gbp/wk unlimited calls Help: 08448714184 Stop?txt stop landlineonly
3422,nonfinancial,Had your mobile 10 mths? Update to latest Orange camera/video phones for FREE. Save å£s with Free texts/weekend calls. Text YES for a callback orno to opt out
3423,nonfinancial,Am new 2 club & dont fink we met yet Will B gr8 2 C U Please leave msg 2day wiv ur area 09099726553 reply promised CARLIE x Callså£1/minMobsmore LKPOBOX177HP51FL
3424,nonfinancial,True. Its easier with her here.
3425,nonfinancial,Sure but since my parents will be working on Tuesday I don't really need a cover story
3426,nonfinancial,Haha okay... Today weekend leh... 
3427,nonfinancial,"\Hi darlin did youPhone me? Im atHome if youwanna chat.\"""""
