,Label,Message
6967,nonfinancial,"no, i *didn't* mean to post it. I wrote it, and like so many other times i've ritten stuff to you, i let it sit there. it WAS what i was feeling at the time. I was angry. Before i left, i hit send, then stop. It wasn't there. I checked on my phone when i got to my car. It wasn't there. You said you didn't sleep, you were bored. So why wouldn't THAT be the time to clean, fold laundry, etc.? At least make the bed?"
3088,nonfinancial,Hasn't that been the pattern recently crap weekends?
812,financial,"Repair ref.no for your car is JC21465226 opened on 2014-02-02 13:50hrs,ETD of your car is 2014-02-03 21:46hrs and est.repair amt is Rs.706 Rgds, Sarden Auto Agency"
6471,nonfinancial,Take care and sleep well.you need to learn to change in life.you only need to get CONVINCED on that.i will wait but no more conversations between us.GET CONVINCED by that time.Your family is over for you in many senses.respect them but not overemphasise.or u have no role in my life.
1701,financial,Bill dated 2015-03-24 for Rs 422 has been generated for your Idea fixedline/broadband relationship no. 71871472. The same will reach you by 2015-03-27. Due date: 2015-04-08.
7077,nonfinancial,Hello boytoy ! Geeee ... I'm missing you today. I like to send you a tm and remind you I'm thinking of you ... And you are loved ... *loving kiss*
909,financial,"Repair ref.no for your car is JC84881486 opened on 2012-09-24 10:53hrs,ETD of your car is 2012-09-25 3:58hrs and est.repair amt is Rs.1923 Rgds, Maha Veer Auto Agency"
2597,nonfinancial,I'll be late...
2544,nonfinancial,"Almost there, see u in a sec"
1242,financial,Bill dated 2014-04-11 for Rs 359 has been generated for your Reliance fixedline/broadband relationship no. 32616743. The same will reach you by 2014-04-14. Due date: 2014-04-26.
921,financial,Bill dated 2012-06-18 for Rs 1013 has been generated for your Docomo fixedline/broadband relationship no. 33414618. The same will reach you by 2012-06-21. Due date: 2012-07-03.
2460,nonfinancial,Was actually sleeping and still might when u call back. So a text is gr8. You rock sis. Will send u a text wen i wake.
4295,nonfinancial,"K, wen ur free come to my home and also tel vikky i hav sent mail to him also.. Better come evening il be free today aftr 6pm..:-)"
6046,nonfinancial,Nationwide auto centre (or something like that) on Newport road. I liked them there
5048,nonfinancial,No break time one... How... I come out n get my stuff fr Ì_?
6308,nonfinancial,Is toshiba portege m100 gd?
434,financial,Bill dated 2015-05-30 for Rs 233 has been generated for your Aircel fixedline/broadband relationship no. 45232443. The same will reach you by 2015-06-02. Due date: 2015-06-14.
3444,nonfinancial,i dnt wnt to tlk wid u
6796,nonfinancial,Good Morning my Dear Shijutta........... Have a great &amp; successful day.
3527,nonfinancial,Ok good then i later come find Ì_... C lucky i told Ì_ to go earlier... Later pple take finish Ì_ no more again...
1491,financial,Bill dated 2011-02-22 for Rs 419 has been generated for your Vodafone fixedline/broadband relationship no. 77471471. The same will reach you by 2011-02-25. Due date: 2011-03-09.
4208,nonfinancial,FreeMsg: Hey - I'm Buffy. 25 and love to satisfy men. Home alone feeling randy. Reply 2 C my PIX! QlynnBV Help08700621170150p a msg Send stop to stop txts
7100,nonfinancial,(You didn't hear it from me)
4273,nonfinancial,"Hmm well, night night "
312,financial,Bill dated 2013-06-10 for Rs 959 has been generated for your Bsnl fixedline/broadband relationship no. 83127578. The same will reach you by 2013-06-13. Due date: 2013-06-25.
1055,financial,"Repair ref.no for your car is JC83278471 opened on 2012-09-02 10:42hrs,ETD of your car is 2012-09-03 23:58hrs and est.repair amt is Rs.1699 Rgds, Bimal Auto Agency"
1407,financial,Bill dated 2015-02-14 for Rs 921 has been generated for your Docomo fixedline/broadband relationship no. 42621585. The same will reach you by 2015-02-17. Due date: 2015-03-01.
3459,nonfinancial,Thats cool! I am a gentleman and will treat you with dignity and respect.
4869,nonfinancial,Can a not?
4800,nonfinancial,Really? I crashed out cuddled on my sofa.
5650,nonfinancial,Our ride equally uneventful - not too many of those pesky cyclists around at that time of night ;).
2432,nonfinancial,Wat uniform? In where get?
5766,nonfinancial,"How is my boy? No sweet words left for me this morning ... *sighs* ... How goes you day, my love ? Did you start your studying?"
5150,nonfinancial,So i asked how's anthony. Dad. And your bf
5798,nonfinancial,"It‰Û÷s å£6 to get in, is that ok?"
7527,nonfinancial,U GOIN OUT 2NITE?
831,financial,"Repair ref.no for your car is JC57774165 opened on 2010-01-16 8:28hrs,ETD of your car is 2010-01-17 3:54hrs and est.repair amt is Rs.1259 Rgds, Aryan Auto Agency"
3481,nonfinancial,No wonder... Cos i dun rem seeing a silver car... But i thk i saw a black one...
6502,nonfinancial,i want to grasp your pretty booty :)
6390,nonfinancial,Dude got a haircut. Now its breezy up there
1138,financial,Bill dated 2012-10-24 for Rs 697 has been generated for your Aircel fixedline/broadband relationship no. 22145755. The same will reach you by 2012-10-27. Due date: 2012-11-08.
6140,nonfinancial,Hey sathya till now we dint meet not even a single time then how can i saw the situation sathya.
7546,nonfinancial,URGENT We are trying to contact you Last weekends draw shows u have won a å£1000 prize GUARANTEED Call 09064017295 Claim code K52 Valid 12hrs 150p pm
4514,nonfinancial,K..give back my thanks.
7283,nonfinancial,Pls she needs to dat slowly or she will vomit more.
115,financial,Bill dated 2014-08-27 for Rs 1088 has been generated for your Idea fixedline/broadband relationship no. 51483423. The same will reach you by 2014-08-30. Due date: 2014-09-11.
5673,nonfinancial,"Call me. I m unable to cal. Lets meet bhaskar, and deep"
4633,nonfinancial,Ultimately tor motive tui achieve korli.
6915,nonfinancial,I liked your new house
2649,nonfinancial,Tell them u have a headache and just want to use 1 hour of sick time.
492,financial,"Repair ref.no for your car is JC62748257 opened on 2011-02-10 7:53hrs,ETD of your car is 2011-02-11 21:32hrs and est.repair amt is Rs.862 Rgds, Lakshmi Auto Agency"
7488,nonfinancial,U horrible gal... U knew dat i was going out wif him yest n u still come n ask me...
2148,nonfinancial,Yup next stop.
1645,financial,Bill dated 2012-10-30 for Rs 1057 has been generated for your Vodafone fixedline/broadband relationship no. 66265356. The same will reach you by 2012-11-02. Due date: 2012-11-14.
1693,financial,Bill dated 2011-12-22 for Rs 638 has been generated for your Aircel fixedline/broadband relationship no. 61748682. The same will reach you by 2011-12-25. Due date: 2012-01-06.
4463,nonfinancial,Oh... Kay... On sat right?
5528,nonfinancial,"Haha figures, well I found the piece and priscilla's bowl"
4723,nonfinancial,Ok...
1791,financial,"Repair ref.no for your car is JC86866647 opened on 2010-12-15 17:12hrs,ETD of your car is 2010-12-16 3:33hrs and est.repair amt is Rs.308 Rgds, Maruti Auto Agency"
5598,nonfinancial,I'm at home. Please call
6065,nonfinancial,Did you get any gift? This year i didnt get anything. So bad
5915,nonfinancial,"No, its true..k,Do u knw dis no. &lt;#&gt; ?"
4131,nonfinancial,Who's there say hi to our drugdealer
265,financial,"Repair ref.no for your car is JC51511764 opened on 2013-08-11 17:24hrs,ETD of your car is 2013-08-12 12:16hrs and est.repair amt is Rs.1229 Rgds, Maha Veer Auto Agency"
1768,financial,"Repair ref.no for your car is JC27881632 opened on 2011-06-16 20:43hrs,ETD of your car is 2011-06-17 19:15hrs and est.repair amt is Rs.327 Rgds, Sarden Auto Agency"
6299,nonfinancial,"U can WIN å£100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription"
2371,nonfinancial,Lol yes. Our friendship is hanging on a thread cause u won't buy stuff.
4352,nonfinancial,Dont you have message offer
7333,nonfinancial,"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy "
6667,nonfinancial,THANX 4 PUTTIN DA FONE DOWN ON ME!!
5651,nonfinancial,If you were/are free i can give. Otherwise nalla adi entey nattil kittum
2594,nonfinancial,PRIVATE! Your 2003 Account Statement for 07815296484 shows 800 un-redeemed S.I.M. points. Call 08718738001 Identifier Code 41782 Expires 18/11/04 
4512,nonfinancial,Do u knw dis no. &lt;#&gt; ?
6808,nonfinancial,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.
832,financial,"Repair ref.no for your car is JC38432426 opened on 2012-01-18 19:45hrs,ETD of your car is 2012-01-19 8:36hrs and est.repair amt is Rs.591 Rgds, Sarden Auto Agency"
6951,nonfinancial,You have to pls make a note of all she.s exposed to. Also find out from her school if anyone else was vomiting. Is there a dog or cat in the house? Let me know later.
406,financial,"Repair ref.no for your car is JC65778312 opened on 2013-04-10 19:40hrs,ETD of your car is 2013-04-11 3:27hrs and est.repair amt is Rs.1650 Rgds, True Value"
4253,nonfinancial,Yup i shd haf ard 10 pages if i add figures... ÌÏ all got how many pages?
2575,nonfinancial,Prabha..i'm soryda..realy..frm heart i'm sory
7545,nonfinancial,Shall call now dear having food
1308,financial,Bill dated 2014-09-16 for Rs 1195 has been generated for your Idea fixedline/broadband relationship no. 63284315. The same will reach you by 2014-09-19. Due date: 2014-10-01.
598,financial,Bill dated 2015-08-11 for Rs 1140 has been generated for your Docomo fixedline/broadband relationship no. 12226476. The same will reach you by 2015-08-14. Due date: 2015-08-26.
4575,nonfinancial,Er yep sure. Props?
2626,nonfinancial,Geeeee ... I love you so much I can barely stand it
4023,nonfinancial,Howz that persons story
5965,nonfinancial,"Right on brah, see you later"
191,financial,"Repair ref.no for your car is JC62452683 opened on 2009-10-24 10:12hrs,ETD of your car is 2009-10-25 17:49hrs and est.repair amt is Rs.305 Rgds, Aryan Auto Agency"
5118,nonfinancial,EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN å£100 Cash WKENT/150P16+
2822,nonfinancial,U should have made an appointment
1113,financial,Bill dated 2015-07-05 for Rs 404 has been generated for your Reliance fixedline/broadband relationship no. 41644724. The same will reach you by 2015-07-08. Due date: 2015-07-20.
5750,nonfinancial,Great! I shoot big loads so get ready!
2879,nonfinancial,Where's my boytoy? I miss you ... What happened?
2792,nonfinancial,Exactly. Anyways how far. Is jide her to study or just visiting
5245,nonfinancial,"My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!"
4813,nonfinancial,You said not now. No problem. When you can. Let me know.
1758,financial,Bill dated 2013-03-01 for Rs 1019 has been generated for your Idea fixedline/broadband relationship no. 57356624. The same will reach you by 2013-03-04. Due date: 2013-03-16.
6660,nonfinancial,Full heat pa:-) i have applyed oil pa.
7632,nonfinancial,Will Ì_ b going to esplanade fr home?
7150,nonfinancial,Omg if its not one thing its another. My cat has worms :/ when does this bad day end?
2184,nonfinancial,"URGENT! Your Mobile No. was awarded å£2000 Bonus Caller Prize on 5/9/03 This is our final try to contact U! Call from Landline 09064019788 BOX42WR29C, 150PPM"
3759,nonfinancial,Finish already... Yar they keep saying i mushy... I so embarrassed ok...
5392,nonfinancial,Sac will score big hundred.he is set batsman:-)
2586,nonfinancial,Were gonna go get some tacos
4923,nonfinancial,I want to be there so i can kiss you and feel you next to me
6768,nonfinancial,Hey anyway i have to :-)
2679,nonfinancial,"\Happy valentines day\"" I know its early but i have hundreds of handsomes and beauties to wish. So i thought to finish off aunties and uncles 1st..."""
6106,nonfinancial,I am literally in bed and have been up for like  &lt;#&gt;  hours
1195,financial,Bill dated 2010-11-09 for Rs 434 has been generated for your Docomo fixedline/broadband relationship no. 14628841. The same will reach you by 2010-11-12. Due date: 2010-11-24.
3735,nonfinancial,Glad to see your reply.
2387,nonfinancial,That would be great. We'll be at the Guild. Could meet on Bristol road or somewhere - will get in touch over weekend. Our plans take flight! Have a good week
601,financial,"Repair ref.no for your car is JC73236182 opened on 2010-06-10 22:15hrs,ETD of your car is 2010-06-11 4:17hrs and est.repair amt is Rs.2745 Rgds, Sarden Auto Agency"
6080,nonfinancial,Eek that's a lot of time especially since American Pie is like 8 minutes long. I can't stop singing it.
7626,nonfinancial,Ok lor... Sony ericsson salesman... I ask shuhui then she say quite gd 2 use so i considering...
4035,nonfinancial,Enjoy ur life. . Good night
6983,nonfinancial,"G says you never answer your texts, confirm/deny"
5721,nonfinancial,R u here yet? I'm wearing blue shirt n black pants.
5955,nonfinancial,URGENT This is our 2nd attempt to contact U. Your å£900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893. ACL03530150PM
1297,financial,Bill dated 2011-01-06 for Rs 133 has been generated for your Vodafone fixedline/broadband relationship no. 51647341. The same will reach you by 2011-01-09. Due date: 2011-01-21.
277,financial,Bill dated 2014-08-18 for Rs 832 has been generated for your Jio fixedline/broadband relationship no. 74212862. The same will reach you by 2014-08-21. Due date: 2014-09-02.
3124,nonfinancial,I'm working technical support :)voice process.networking field.
895,financial,"Repair ref.no for your car is JC85228158 opened on 2012-06-27 17:12hrs,ETD of your car is 2012-06-28 23:40hrs and est.repair amt is Rs.2268 Rgds, Lakshmi Auto Agency"
6307,nonfinancial,"Aight, I'm chillin in a friend's room so text me when you're on the way"
6541,nonfinancial,I anything lor.
647,financial,"Repair ref.no for your car is JC36762173 opened on 2014-05-23 15:57hrs,ETD of your car is 2014-05-24 1:43hrs and est.repair amt is Rs.577 Rgds, Maruti Auto Agency"
6377,nonfinancial,Is ur changes 2 da report big? Cos i've already made changes 2 da previous report.
6276,nonfinancial,I attended but nothing is there.
7165,nonfinancial,Nope thats fine. I might have a nap tho! 
829,financial,"Repair ref.no for your car is JC71635325 opened on 2013-04-04 6:25hrs,ETD of your car is 2013-04-05 2:48hrs and est.repair amt is Rs.841 Rgds, Sarden Auto Agency"
1070,financial,Bill dated 2010-05-19 for Rs 373 has been generated for your Reliance fixedline/broadband relationship no. 67224555. The same will reach you by 2010-05-22. Due date: 2010-06-03.
6201,nonfinancial,"Good! No, don‰Û÷t need any receipts‰ÛÓwell done! (‰Û_) Yes, please tell . What‰Û÷s her number, i could ring her"
3161,nonfinancial,Don't fret. I'll buy the ovulation test strips and send them to you. You wont get them til like march. Can you send me your postal address.u'll be alright.Okay.
549,financial,"Repair ref.no for your car is JC76581814 opened on 2014-12-18 19:58hrs,ETD of your car is 2014-12-19 5:49hrs and est.repair amt is Rs.439 Rgds, Lakshmi Auto Agency"
5976,nonfinancial,Yeah whatever lol
948,financial,Bill dated 2011-10-24 for Rs 307 has been generated for your Aircel fixedline/broadband relationship no. 15782233. The same will reach you by 2011-10-27. Due date: 2011-11-08.
4605,nonfinancial,I dont. Can you send it to me. Plus how's mode.
2214,nonfinancial,The wine is flowing and i'm i have nevering..
2201,nonfinancial,No no. I will check all rooms befor activities
4838,nonfinancial,"Dude u knw also telugu..thts gud..k, gud nyt.."
4978,nonfinancial,Nothing lor... A bit bored too... Then y dun u go home early 2 sleep today...
7251,nonfinancial,WHAT TIME U WRKIN?
4070,nonfinancial,Shopping lor. Them raining mah hard 2 leave orchard.
6974,nonfinancial,Love that holiday Monday feeling even if I have to go to the dentists in an hour
3051,nonfinancial,"Geeee ... I miss you already, you know ? Your all I can think about. Fuck, I can't wait till next year when we will be together ... *loving kiss*"
7299,nonfinancial,Am on the uworld site. Am i buying the qbank only or am i buying it with the self assessment also?
2089,nonfinancial,Just forced myself to eat a slice. I'm really not hungry tho. This sucks. Mark is getting worried. He knows I'm sick when I turn down pizza. Lol
7589,nonfinancial,I want to tell you how bad I feel that basically the only times I text you lately are when I need drugs
7605,nonfinancial,Yeah it's jus rite...
1614,financial,"Repair ref.no for your car is JC31435887 opened on 2011-01-17 22:14hrs,ETD of your car is 2011-01-18 2:11hrs and est.repair amt is Rs.1268 Rgds, Lakshmi Auto Agency"
308,financial,"Repair ref.no for your car is JC15314313 opened on 2012-07-25 21:25hrs,ETD of your car is 2012-07-26 7:24hrs and est.repair amt is Rs.2922 Rgds, Sarden Auto Agency"
5057,nonfinancial,"No idea, I guess we'll work that out an hour after we're supposed to leave since as usual nobody has any interest in figuring shit out before the last second"
4582,nonfinancial,Joy's father is John. Then John is the NAME of Joy's father. Mandan
5311,nonfinancial,Also track down any lighters you can find
1936,financial,"Repair ref.no for your car is JC17553371 opened on 2012-03-20 23:45hrs,ETD of your car is 2012-03-21 1:27hrs and est.repair amt is Rs.287 Rgds, Maha Veer Auto Agency"
6744,nonfinancial,Are you staying in town ?
7375,nonfinancial,K.k:)i'm going to tirunelvali this week to see my uncle ..i already spend the amount by taking dress .so only i want money.i will give it on feb 1
4413,nonfinancial,Yar else i'll thk of all sorts of funny things.
5064,nonfinancial,This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18+only
3471,nonfinancial,Then we gotta do it after that
4019,nonfinancial,"Aight I'll grab something to eat too, text me when you're back at mu"
5956,nonfinancial,Have you heard from this week?
5236,nonfinancial,"Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/reward. Ts&Cs apply."
6735,nonfinancial,"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07099833605 to re-schedule. Ref:9280114"
2762,nonfinancial,Mum ask Ì_ to buy food home...
1654,financial,"Repair ref.no for your car is JC33414154 opened on 2014-05-06 19:26hrs,ETD of your car is 2014-05-07 1:24hrs and est.repair amt is Rs.2687 Rgds, Hyundai Auto Agency"
3803,nonfinancial,U guys never invite me anywhere :(
2712,nonfinancial,No prob. I will send to your email.
5712,nonfinancial,Hmm ill have to think about it... ok you're forgiven! =D
1696,financial,Bill dated 2009-10-18 for Rs 1001 has been generated for your Vodafone fixedline/broadband relationship no. 67871873. The same will reach you by 2009-10-21. Due date: 2009-11-02.
6385,nonfinancial,Sorry . I will be able to get to you. See you in the morning.
7457,nonfinancial,"All done, all handed in. Don't know if mega shop in asda counts as celebration but thats what i'm doing!"
7492,nonfinancial,You didnt complete your gist oh.
6460,nonfinancial,When did dad get back.
5951,nonfinancial,ok....take care.umma to you too...
2212,nonfinancial,K..i deleted my contact that why?
508,financial,"Repair ref.no for your car is JC86578677 opened on 2009-12-27 10:53hrs,ETD of your car is 2009-12-28 15:25hrs and est.repair amt is Rs.2942 Rgds, Maruti Auto Agency"
1617,financial,"Repair ref.no for your car is JC56432367 opened on 2014-04-16 11:35hrs,ETD of your car is 2014-04-17 0:18hrs and est.repair amt is Rs.2118 Rgds, Sarden Auto Agency"
1519,financial,"Repair ref.no for your car is JC46736511 opened on 2014-03-20 22:38hrs,ETD of your car is 2014-03-21 18:52hrs and est.repair amt is Rs.1350 Rgds, Lakshmi Auto Agency"
2155,nonfinancial,Sorry to be a pain. Is it ok if we meet another night? I spent late afternoon in casualty and that means i haven't done any of y stuff42moro and that includes all my time sheets and that. Sorry. 
4143,nonfinancial,I can take you at like noon
2347,nonfinancial,Okie...
3321,nonfinancial,Am also doing in cbe only. But have to pay.
3233,nonfinancial,Msgs r not time pass.They silently say that I am thinking of U right now and also making U think of me at least 4 a moment. Gd nt.swt drms @Shesil
2859,nonfinancial,it's really getting me down just hanging around.
5861,nonfinancial,"Feb  &lt;#&gt;  is \I LOVE U\"" day. Send dis to all ur \""VALUED FRNDS\"" evn me. If 3 comes back u'll gt married d person u luv! If u ignore dis u will lose ur luv 4 Evr"""
769,financial,"Repair ref.no for your car is JC31872318 opened on 2014-02-14 5:48hrs,ETD of your car is 2014-02-15 12:35hrs and est.repair amt is Rs.473 Rgds, Maruti Auto Agency"
7360,nonfinancial,Are u coming to the funeral home
5549,nonfinancial,"Yeah, probably earlier than that"
2477,nonfinancial,Bring home some Wendy =D
1344,financial,Bill dated 2010-09-07 for Rs 1165 has been generated for your Airtel fixedline/broadband relationship no. 64753878. The same will reach you by 2010-09-10. Due date: 2010-09-22.
7252,nonfinancial,Okie
1493,financial,Bill dated 2014-05-20 for Rs 859 has been generated for your Jio fixedline/broadband relationship no. 56345525. The same will reach you by 2014-05-23. Due date: 2014-06-04.
1197,financial,Bill dated 2012-04-17 for Rs 866 has been generated for your Reliance fixedline/broadband relationship no. 65226443. The same will reach you by 2012-04-20. Due date: 2012-05-02.
411,financial,Bill dated 2011-10-29 for Rs 950 has been generated for your Vodafone fixedline/broadband relationship no. 25343842. The same will reach you by 2011-11-01. Due date: 2011-11-13.
6675,nonfinancial,Sorry da. I gone mad so many pending works what to do.
6348,nonfinancial,I pocked you up there before
5506,nonfinancial,Your board is working fine. The issue of overheating is also reslove. But still software inst is pending. I will come around 8'o clock.
3426,nonfinancial,What does the dance river do?
7322,nonfinancial,1 in cbe. 2 in chennai.
1306,financial,Bill dated 2014-11-02 for Rs 848 has been generated for your Aircel fixedline/broadband relationship no. 46837223. The same will reach you by 2014-11-05. Due date: 2014-11-17.
3769,nonfinancial,Yun ah.now Ì_ wkg where?btw if Ì_ go nus sc. ÌÏ wana specialise in wad?
4713,nonfinancial,"You might want to pull out more just in case and just plan on not spending it if you can, I don't have much confidence in derek and taylor's money management"
792,financial,Bill dated 2012-09-15 for Rs 561 has been generated for your Airtel fixedline/broadband relationship no. 31738164. The same will reach you by 2012-09-18. Due date: 2012-09-30.
5501,nonfinancial,Its good to hear from you
3784,nonfinancial,"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose."
4083,nonfinancial,From tomorrow onwards eve 6 to 3 work.
4266,nonfinancial,"(And my man carlos is definitely coming by mu tonight, no excuses)"
515,financial,"Repair ref.no for your car is JC34563126 opened on 2012-04-11 7:11hrs,ETD of your car is 2012-04-12 1:41hrs and est.repair amt is Rs.1564 Rgds, Maha Veer Auto Agency"
1845,financial,Bill dated 2013-09-07 for Rs 1093 has been generated for your Docomo fixedline/broadband relationship no. 46163612. The same will reach you by 2013-09-10. Due date: 2013-09-22.
2615,nonfinancial,"Hurry up, I've been weed-deficient for like three days"
5888,nonfinancial,Hi. I'm always online on yahoo and would like to chat with you someday
4284,nonfinancial,But really quite funny lor wat... Then u shd haf run shorter distance wat...
1436,financial,Bill dated 2009-10-07 for Rs 1127 has been generated for your Reliance fixedline/broadband relationship no. 34432588. The same will reach you by 2009-10-10. Due date: 2009-10-22.
853,financial,Bill dated 2011-11-01 for Rs 667 has been generated for your Airtel fixedline/broadband relationship no. 56463677. The same will reach you by 2011-11-04. Due date: 2011-11-16.
7485,nonfinancial,"Hi elaine, is today's meeting confirmed?"
6060,nonfinancial,Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines!
5015,nonfinancial,Tell me whos this pls:-)
6749,nonfinancial,But pls dont play in others life.
4568,nonfinancial,"Hello, my boytoy! I made it home and my constant thought is of you, my love. I hope your having a nice visit but I can't wait till you come home to me ...*kiss*"
361,financial,Bill dated 2014-04-04 for Rs 243 has been generated for your Bsnl fixedline/broadband relationship no. 25883844. The same will reach you by 2014-04-07. Due date: 2014-04-19.
6128,nonfinancial,Dont kick coco when he's down
5556,nonfinancial,"Cool, text me when you head out"
5492,nonfinancial,I don't know jack shit about anything or i'd say/ask something helpful but if you want you can pretend that I did and just text me whatever in response to the hypotheticalhuagauahahuagahyuhagga
2636,nonfinancial,Can you open the door?
3282,nonfinancial,K..k..i'm also fine:)when will you complete the course?
5227,nonfinancial,"TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD"
1380,financial,Bill dated 2010-10-08 for Rs 1131 has been generated for your Idea fixedline/broadband relationship no. 73642131. The same will reach you by 2010-10-11. Due date: 2010-10-23.
4934,nonfinancial,I actually did for the first time in a while. I went to bed not too long after i spoke with you. Woke up at 7. How was your night?
5662,nonfinancial,Then wat r u doing now? Busy wif work?
7568,nonfinancial,Wait . I will msg after  &lt;#&gt;  min.
6405,nonfinancial,Ha! I wouldn't say that I just didn't read anything into way u seemed. I don't like 2 be judgemental....i save that for fridays in the pub!
6100,nonfinancial,Dont flatter yourself... Tell that man of mine two pints of carlin in ten minutes please.... 
4293,nonfinancial,haha but no money leh... Later got to go for tuition... Haha and looking for empty slots for driving lessons
431,financial,"Repair ref.no for your car is JC28578527 opened on 2011-12-17 21:14hrs,ETD of your car is 2011-12-18 1:36hrs and est.repair amt is Rs.2805 Rgds, Lakshmi Auto Agency"
98,financial,"Repair ref.no for your car is JC51143428 opened on 2014-11-22 5:48hrs,ETD of your car is 2014-11-23 1:50hrs and est.repair amt is Rs.1441 Rgds, Maha Veer Auto Agency"
2622,nonfinancial,Hi Princess! Thank you for the pics. You are very pretty. How are you?
7239,nonfinancial,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.
2000,financial,OTP is 817453 for the txn of INR 8262.00 at SPICE JET on your SBI bank Debit card ending with 1385. Valid till 20:32:54. Do not share the OTP with anyone for security reasons
7403,nonfinancial,You'd like that wouldn't you? Jerk!
7130,nonfinancial,83039 62735=å£450 UK Break AccommodationVouchers terms & conditions apply. 2 claim you mustprovide your claim number which is 15541 
2176,nonfinancial,I'm ok wif it cos i like 2 try new things. But i scared u dun like mah. Cos u said not too loud.
4039,nonfinancial,Delhi and chennai still silent.
4063,nonfinancial,LMAO where's your fish memory when I need it?
6125,nonfinancial,Hi dear we saw dear. We both are happy. Where you my battery is low
5619,nonfinancial,Ok lor. I'm in town now lei.
1410,financial,Bill dated 2015-06-01 for Rs 197 has been generated for your Jio fixedline/broadband relationship no. 43577563. The same will reach you by 2015-06-04. Due date: 2015-06-16.
1901,financial,"Repair ref.no for your car is JC81251538 opened on 2011-08-23 21:47hrs,ETD of your car is 2011-08-24 13:35hrs and est.repair amt is Rs.622 Rgds, Sarden Auto Agency"
3507,nonfinancial,Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or å£250 cash every wk. Txt POD to 84128 Ts&Cs www.textpod.net custcare 08712405020.
7140,nonfinancial,"Guy, no flash me now. If you go call me, call me. How madam. Take care oh."
3648,nonfinancial,"Sorry, I'll call later"
1349,financial,"Repair ref.no for your car is JC45115281 opened on 2011-07-28 21:39hrs,ETD of your car is 2011-07-29 10:36hrs and est.repair amt is Rs.1040 Rgds, True Value"
2572,nonfinancial,What's the significance?
6639,nonfinancial,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066
3040,nonfinancial,Ok i shall talk to him
5192,nonfinancial,"Haha better late than ever, any way I could swing by?"
4677,nonfinancial,Thanks for sending this mental ability question..
2028,financial,"Your Tkt Cancelled. PNR, 58887772671, Amt 2211 will be refunded in your account."
4792,nonfinancial,Urgent Please call 09066612661 from landline. å£5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE award. 20M12AQ. 150ppm. 16+ ‰ÛÏ
5893,nonfinancial,I agree. So i can stop thinkin about ipad. Can you please ask macho the same question.
4378,nonfinancial,Also that chat was awesome but don't make it regular unless you can see her in person
3935,nonfinancial,Dont know supports ass and srt i thnk. I think ps3 can play through usb too
267,financial,"Repair ref.no for your car is JC18854561 opened on 2014-01-24 23:21hrs,ETD of your car is 2014-01-25 23:39hrs and est.repair amt is Rs.1561 Rgds, Aryan Auto Agency"
5239,nonfinancial,Havent still waitin as usual... ÌÏ come back sch oredi?
4711,nonfinancial,"It,,s a taxt massage....tie-pos argh ok! Lool!"
4611,nonfinancial,"Text82228>> Get more ringtones, logos and games from www.txt82228.com. Questions: info@txt82228.co.uk"
3745,nonfinancial,Y lei?
6588,nonfinancial,Cos i was out shopping wif darren jus now n i called him 2 ask wat present he wan lor. Then he started guessing who i was wif n he finally guessed darren lor.
2147,nonfinancial,You will be in the place of that man
4021,nonfinancial,Take something for pain. If it moves however to any side in the next 6hrs see a doctor.
6086,nonfinancial,Well. Balls. Time to make calls
7031,nonfinancial,Future is not what we planned for tomorrow.....! it is the result of what we do today...! Do the best in present... enjoy the future.
5964,nonfinancial,That depends. How would you like to be treated? :)
2826,nonfinancial,Urgent Ur å£500 guaranteed award is still unclaimed! Call 09066368327 NOW closingdate04/09/02 claimcode M39M51 å£1.50pmmorefrommobile2Bremoved-MobyPOBox734LS27YF
